,link,primary name,secondary name,symptoms
1033,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,Sciatica,Sciatica,"['Sudden, severe pain in the low back or a leg and numbness or muscle weakness in a leg', 'Pain after a violent injury, such as a traffic accident', 'Trouble controlling bowels or bladder']"
1034,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,Scleroderma,Scleroderma,"['Heartburn', 'Difficulty swallowing', 'Bloating', 'Diarrhea', 'Constipation', 'Fecal incontinence']"
1035,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,Sclerosing mesenteritis,Sclerosing mesenteritis,['Mesentery']
1036,https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859,Scorpion sting,Scorpion sting,"['Pain, which can be intense.', 'Numbness and tingling.', 'Slight swelling.', 'Warmth.']"
1037,https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604,Scrotal masses,Scrotal masses,"['An unusual lump.', 'Sudden pain.', 'Dull aching or a feeling of heaviness in the scrotum.', 'Pain that spreads all over the groin, stomach area or lower back.', 'A tender, swollen or hardened testicle or epididymis (ep-ih-DID-uh-miss). The epididymis is the soft, comma-shaped tube above and behind the testicle that stores and transports sperm.', 'Swelling in the scrotum.', 'A change in color of the skin of the scrotum.', 'Upset stomach or vomiting.']"
1038,https://www.mayoclinic.org/diseases-conditions/sebaceous-carcinoma/cdc-20352957,Sebaceous carcinoma,Sebaceous carcinoma,None
1039,https://www.mayoclinic.org/diseases-conditions/grand-mal-seizure/symptoms-causes/syc-20363458,Tonic-clonic (grand mal) seizure,"Seizure, grand malSee Tonic-clonic","['Tonic phase.Loss of consciousness occurs. The muscles suddenly contract and cause the person to fall down. This phase tends to last about 10 to 20 seconds.', 'Clonic phase.The muscles go into rhythmic contractions. They alternately flex and relax. Convulsions usually last 1 to 2 minutes or less.']"
1040,https://www.mayoclinic.org/diseases-conditions/temporal-lobe-seizure/symptoms-causes/syc-20378214,Temporal lobe seizure,"Seizure, temporal lobeSee Temporal lobe seizure","['A sudden sense of fear or joy.', ""A feeling that what's happening has happened before, known as deja vu."", 'A sudden or strange odor or taste.', 'A rising sensation in the belly similar to being on a roller coaster.']"
1041,https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711,Seizures,Seizures,"['Temporary confusion.', 'A staring spell.', ""Jerking movements of the arms and legs that can't be controlled."", 'Loss of consciousness or awareness.', ""Cognitive or emotional changes. They may include fear, anxiety or a feeling that you've already lived this moment, known as deja vu.""]"
1042,https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236,Selective IgA deficiency,Selective IgA deficiency,None
1043,https://www.mayoclinic.org/diseases-conditions/separation-anxiety-disorder/symptoms-causes/syc-20377455,Separation anxiety disorder,Separation anxiety disorder,"['Recurrent and excessive distress about anticipating or being away from home or loved ones', 'Constant, excessive worry about losing a parent or other loved one to an illness or a disaster', 'Constant worry that something bad will happen, such as being lost or kidnapped, causing separation from parents or other loved ones', 'Refusing to be away from home because of fear of separation', 'Not wanting to be home alone and without a parent or other loved one in the house', 'Reluctance or refusing to sleep away from home without a parent or other loved one nearby', 'Repeated nightmares about separation', 'Frequent complaints of headaches, stomachaches or other symptoms when separation from a parent or other loved one is anticipated']"
1044,https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214,Sepsis,Sepsis,"['Change in mental status.', 'Fast, shallow breathing.', 'Sweating for no clear reason.', 'Feeling lightheaded.', 'Shivering.', 'Symptoms specific to the type of infection, such as painful urination from a urinary tract infection or worsening cough from pneumonia.']"
1045,https://www.mayoclinic.org/diseases-conditions/ventricular-septal-defect/symptoms-causes/syc-20353495,Ventricular septal defect (VSD),"Septal defect, ventricularSee Ventricular septal defect","['Poor eating', 'Slow or no physical growth (failure to thrive)', 'Fast breathing or breathlessness', 'Easy tiring', 'Whooshing sound when listening to the heart with a stethoscope (heart murmur)']"
1046,https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758,Serotonin syndrome,Serotonin syndrome,"['Agitation or restlessness', 'Insomnia', 'Confusion', 'Rapid heart rate and high blood pressure', 'Dilated pupils', 'Loss of muscle coordination or twitching muscles', 'High blood pressure', 'Muscle rigidity', 'Heavy sweating', 'Diarrhea', 'Headache', 'Shivering', 'Goose bumps']"
1047,https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765,Severe acute respiratory syndrome (SARS),Severe acute respiratory syndromeSee Severe acute respiratory syndrome,"['Fever of 100.5 F (38 C) or higher', 'Dry cough', 'Shortness of breath']"
1048,https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240,Sexually transmitted diseases (STDs),Sexually transmitted diseases,"['Sores or bumps on the genitals or in the oral or rectal area.', 'Painful or burning urination.', 'Discharge from the penis.', 'Unusual or odorous vaginal discharge.', 'Unusual vaginal bleeding.', 'Pain during sex.', 'Sore, swollen lymph nodes, particularly in the groin but sometimes more widespread.', 'Lower abdominal pain.', 'Fever.', 'Rash over the trunk, hands or feet.']"
1049,https://www.mayoclinic.org/diseases-conditions/shaken-baby-syndrome/symptoms-causes/syc-20366619,Shaken baby syndrome,Shaken baby syndrome,"['Extreme fussiness or irritability', 'Difficulty staying awake', 'Breathing problems', 'Poor eating', 'Vomiting', 'Pale or bluish skin', 'Seizures', 'Paralysis', 'Coma']"
1050,https://www.mayoclinic.org/diseases-conditions/shigella/symptoms-causes/syc-20377529,Shigella infection,Shigella infection,"['Diarrhea (often containing blood or mucus)', 'Stomach pain or cramps', 'Fever', 'Nausea or vomiting']"
1051,https://www.mayoclinic.org/diseases-conditions/short-bowel-syndrome/symptoms-causes/syc-20355091,Short bowel syndrome,Short bowel syndrome,"['Diarrhea', 'Greasy, foul-smelling stools', 'Fatigue', 'Weight loss', 'Malnutrition', 'Swelling (edema) in the lower extremities']"
1052,https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216,Sjogren's syndrome,Sjogren's syndrome,"[""Dry eyes.Your eyes might burn, itch or feel gritty — as if there's sand in them."", ""Dry mouth.Your mouth might feel like it's full of cotton, making it difficult to swallow or speak.""]"
1053,https://www.mayoclinic.org/diseases-conditions/sleep-apnea/symptoms-causes/syc-20377631,Sleep apnea,Sleep apnea,"['Loud snoring.', 'Episodes in which you stop breathing during sleep — which would be reported by another person.', 'Gasping for air during sleep.', 'Awakening with a dry mouth.', 'Morning headache.', 'Difficulty staying asleep, known as insomnia.', 'Excessive daytime sleepiness, known as hypersomnia.', 'Difficulty paying attention while awake.', 'Irritability.']"
1054,https://www.mayoclinic.org/diseases-conditions/sleep-disorders/symptoms-causes/syc-20354018,Sleep disorders,Sleep disorders,"['A Book: Mayo Clinic Family Health Book, 5th Edition', 'Newsletter: Mayo Clinic Health Letter — Digital Edition']"
1055,https://www.mayoclinic.org/diseases-conditions/sleep-terrors/symptoms-causes/syc-20353524,Sleep terrors (night terrors),Sleep terrorsSee Sleep terrors,"['Begin with a frightening scream or shout', 'Sit up in bed and appear frightened', 'Stare wide-eyed', 'Sweat, breathe heavily, and have a racing pulse, flushed face and dilated pupils', 'Kick and thrash', 'Be hard to awaken, and be confused if awakened', 'Be inconsolable', 'Have no or little memory of the event the next morning', 'Possibly, get out of bed and run around the house or have aggressive behavior if blocked or restrained']"
1056,https://www.mayoclinic.org/diseases-conditions/sleepwalking/symptoms-causes/syc-20353506,Sleepwalking,Sleepwalking,"['Get out of bed and walk around', 'Sit up in bed and open his or her eyes', 'Have a glazed, glassy-eyed expression', 'Not respond or communicate with others', 'Be difficult to wake up during an episode', 'Be disoriented or confused for a short time after being awakened', 'Not remember the episode in the morning', 'Have problems functioning during the day because of disturbed sleep', 'Have sleep terrors in addition to sleepwalking']"
1057,https://www.mayoclinic.org/diseases-conditions/small-bowel-cancer/symptoms-causes/syc-20352497,Small bowel cancer,Small bowel cancer,"['Abdominal pain.', 'Yellowing of the skin and the whites of the eyes, called jaundice.', 'Feeling very weak or tired.', 'Nausea.', 'Vomiting.', 'Losing weight without trying.', 'Blood in the stool, which might look red or black.', 'Watery diarrhea.', 'Skin flushing.']"
1058,https://www.mayoclinic.org/diseases-conditions/enterocele/symptoms-causes/syc-20377661,Small bowel prolapse (enterocele),Small bowel prolapseSee Small bowel prolapse,"['A pulling sensation in your pelvis that eases when you lie down', 'A feeling of pelvic fullness, pressure or pain', 'Low back pain that eases when you lie down', 'A soft bulge of tissue in your vagina', 'Vaginal discomfort and painful intercourse (dyspareunia)']"
1059,https://www.mayoclinic.org/diseases-conditions/smallpox/symptoms-causes/syc-20353027,Smallpox,Smallpox,"['Fever', 'Muscle aches', 'Headache', 'Severe fatigue', 'Severe back pain', 'Vomiting, sometimes']"
1060,https://www.mayoclinic.org/diseases-conditions/snoring/symptoms-causes/syc-20377694,Snoring,Snoring,"['Witnessed breathing pauses during sleep', 'Excessive daytime sleepiness', 'Difficulty concentrating', 'Morning headaches', 'Sore throat upon awakening', 'Restless sleep', 'Gasping or choking at night', 'High blood pressure', 'Chest pain at night', ""Your snoring is so loud it's disrupting your partner's sleep"", 'In children, poor attention span, behavioral issues or poor performance in school']"
1061,https://www.mayoclinic.org/diseases-conditions/soft-palate-cancer/symptoms-causes/syc-20354183,Soft palate cancer,Soft palate cancer,"['Bleeding in the mouth.', 'Difficulty swallowing.', 'Difficulty speaking.', 'Bad breath.', 'Mouth pain.', ""Sores in the mouth that won't heal."", 'Loose teeth.', 'Pain when swallowing.', 'Weight loss.', 'Ear pain.', 'Swelling in the neck that may hurt.', ""White patches in the mouth that won't go away.""]"
1062,https://www.mayoclinic.org/diseases-conditions/solitary-fibrous-tumors/cdc-20395823,Solitary fibrous tumor,Solitary fibrous tumor,None
